Polygon,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,Total Vertices
B1Floor Polygon,"(0.0, 1.3)","(817.6, 1.3)","(817.6, 431.5)","(0.0, 431.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
B1Space Polygon 1,"(0.0, 0.0)","(197.9, 0.0)","(197.9, 817.6)","(-0.0, 817.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
B1Space Polygon 2,"(0.0, 0.0)","(333.1, 0.0)","(333.1, 232.3)","(0.0, 232.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
B1Space Polygon 3,"(0.0, 0.0)","(232.3, -0.0)","(232.3, 484.5)","(0.0, 484.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_1Floor Polygon,"(643.05, 65.95)","(643.05, 99.75)","(607.6, 99.75)","(607.6, 65.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_1Space Polygon 1,"(0.0, 0.0)","(33.8, 0.0)","(33.8, 9.85)","(0.0, 9.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_1Space Polygon 2,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_1Space Polygon 3,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_2Floor Polygon,"(173.9, 65.95)","(173.9, 99.75)","(138.45, 99.75)","(138.45, 65.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_2Space Polygon 1,"(0.0, 0.0)","(33.8, 0.0)","(33.8, 9.85)","(0.0, 9.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_2Space Polygon 2,"(0.0, 0.0)","(33.8, 0.0)","(33.8, 15.75)","(0.0, 15.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_2Space Polygon 3,"(0.0, 0.0)","(33.8, 0.0)","(33.8, 9.85)","(0.0, 9.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_3Floor Polygon,"(356.3, 298.4)","(356.3, 372.55)","(252.6, 372.55)","(252.6, 298.4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_3Space Polygon 1,"(0.0, 0.0)","(14.6, 0.0)","(14.6, 32.8)","(74.15, 32.8)","(74.15, 55.1)","(0.0, 55.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
GF_3Space Polygon 2,"(0.0, 0.0)","(74.15, 0.0)","(74.15, 48.6)","(0.0, 48.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_3Space Polygon 3,"(0.0, 0.0)","(10.5, 0.0)","(10.5, 40.35)","(0.0, 40.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
GF_3Space Polygon 4,"(0.0, 0.0)","(22.95, 0.0)","(22.95, 59.55)","(10.5, 59.55)","(10.5, 19.2)","(0.0, 19.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
GF_3Space Polygon 5,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 59.55)","(0.0, 59.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Floor Polygon,"(453.6, 8.55)","(797.1, 8.55)","(797.05, 59.7)","(792.8, 59.7)","(792.8, 105.15)","(786.1, 105.15)","(786.1, 153.55)","(464.55, 153.55)","(464.55, 106.3)","(457.85, 106.3)","(457.85, 59.7)","(453.6, 59.7)",,,,,,,,,,,,,,,,,,,,,,,12
P_1Space Polygon 1,"(0.0, 0.0)","(51.15, -0.0)","(51.15, 4.25)","(51.38, 31.3)","(57.43, 31.29)","(57.48, 82.29)","(91.28, 82.26)","(91.32, 119.21)","(84.42, 119.22)","(84.43, 132.32)","(57.53, 132.34)","(57.61, 211.09)","(86.31, 211.07)","(86.36, 261.07)","(57.66, 261.09)","(57.71, 312.24)","(51.46, 312.25)","(51.48, 339.2)","(51.49, 343.45)","(0.34, 343.5)",,,,,,,,,,,,,,,20
P_1Space Polygon 2,"(0.0, 0.0)","(47.25, 0.0)","(47.25, 84.65)","(33.0, 84.65)","(33.0, 107.65)","(0.0, 107.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_1Space Polygon 3,"(0.0, 0.0)","(18.55, 0.0)","(18.55, 20.8)","(0.0, 20.8)","(0.0, 6.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_1Space Polygon 4,"(0.0, 0.0)","(28.05, 0.0)","(27.7, 20.8)","(0.0, 20.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 5,"(0.0, 0.0)","(0.0, 46.6)","(-6.15, 46.6)","(-6.15, 0.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 6,"(0.0, 0.0)","(51.15, 0.0)","(51.15, -5.1)","(101.15, -5.1)","(101.15, 0.0)","(179.9, 0.0)","(179.9, -6.9)","(193.0, -6.9)","(193.0, 0.0)","(280.95, 0.0)","(280.95, -39.85)","(287.2, -39.85)","(287.2, 6.55)","(193.7, 6.55)","(193.7, 20.8)","(87.4, 20.8)","(86.4, 20.8)","(86.4, 0.8)","(64.4, 0.8)","(64.4, 6.55)","(0.0, 6.55)",,,,,,,,,,,,,,21
P_1Space Polygon 7,"(0.0, 0.0)","(33.0, 0.0)","(33.0, 106.3)","(0.0, 106.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 8,"(0.0, 0.0)","(107.6, 0.0)","(107.6, 47.25)","(0.0, 47.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 9,"(0.0, 0.0)","(28.05, 0.0)","(28.05, 20.8)","(0.2, 20.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 10,"(0.0, 0.0)","(6.7, 0.0)","(6.7, -1.15)","(20.8, -1.15)","(20.8, 17.4)","(0.0, 17.4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_1Space Polygon 11,"(0.0, 0.0)","(20.65, 0.0)","(20.65, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 12,"(0.0, 0.0)","(30.35, 0.0)","(30.35, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 13,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 14,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 15,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 16,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 17,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 18,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 19,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 20,"(0.0, 0.0)","(12.15, 0.0)","(12.15, 20.0)","(0.0, 20.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 21,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 20.0)","(0.0, 20.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 22,"(0.0, 0.0)","(30.35, 0.0)","(30.35, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_1Space Polygon 23,"(0.0, 0.0)","(20.8, 0.0)","(20.8, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Floor Polygon,"(20.2, 8.2)","(291.85, 8.55)","(291.8, 63.3)","(282.95, 63.3)","(282.95, 104.15)","(280.85, 104.15)","(280.85, 153.55)","(31.5, 153.55)","(31.5, 104.15)","(29.35, 104.15)","(29.35, 63.3)","(20.5, 63.3)",,,,,,,,,,,,,,,,,,,,,,,12
P_2Space Polygon 1,"(0.0, 0.0)","(271.65, 0.0)","(271.67, 54.75)","(262.82, 54.76)","(262.82, 51.81)","(240.52, 51.84)","(240.53, 58.44)","(219.88, 58.47)","(219.91, 81.42)","(200.56, 81.44)","(200.57, 91.29)","(200.57, 96.84)","(191.87, 96.85)","(191.82, 57.5)","(80.27, 57.65)","(80.34, 112.25)","(83.59, 112.24)","(83.64, 145.24)","(11.49, 145.34)","(11.42, 95.94)","(31.57, 95.96)","(31.57, 90.51)","(52.27, 90.48)","(52.23, 58.68)","(31.53, 58.71)","(31.52, 52.76)","(9.22, 52.79)","(9.22, 55.09)","(0.37, 55.1)",,,,,,29
P_2Space Polygon 2,"(0.0, 0.0)","(20.7, 0.0)","(20.7, 31.8)","(0.0, 31.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 3,"(0.0, 0.0)","(6.2, 0.0)","(6.2, 43.2)","(0.0, 43.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 4,"(0.0, 0.0)","(22.15, 0.0)","(24.45, 0.0)","(24.45, 16.1)","(0.0, 16.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_2Space Polygon 5,"(0.0, 0.0)","(2.15, 0.0)","(2.15, 18.7)","(-13.95, 18.7)","(-13.95, 0.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_2Space Polygon 6,"(0.0, 0.0)","(33.0, 0.0)","(33.0, 23.0)","(33.0, 105.0)","(-0.0, 105.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_2Space Polygon 7,"(0.0, 0.0)","(33.0, 0.0)","(33.0, 12.0)","(33.0, 37.4)","(0.0, 37.4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_2Space Polygon 8,"(0.0, 0.0)","(34.8, 0.0)","(34.8, 33.0)","(40.85, 33.0)","(40.85, 53.8)","(40.85, 54.8)","(20.2, 54.8)","(20.2, 49.35)","(0.0, 49.4)",,,,,,,,,,,,,,,,,,,,,,,,,,9
P_2Space Polygon 9,"(0.0, 0.0)","(26.25, 0.0)","(26.25, 20.8)","(0.0, 20.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 10,"(0.0, 0.0)","(59.05, 0.0)","(59.05, 20.5)","(0.0, 20.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 11,"(0.0, 0.0)","(26.25, 0.0)","(26.25, 5.55)","(34.95, 5.55)","(34.95, 20.8)","(0.0, 20.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_2Space Polygon 12,"(0.0, 0.0)","(19.35, 0.0)","(19.35, 20.8)","(0.0, 20.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 13,"(0.0, 0.0)","(19.35, 0.0)","(19.35, 8.85)","(19.35, 9.85)","(0.0, 9.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_2Space Polygon 14,"(0.0, 0.0)","(20.65, 0.0)","(20.65, 31.8)","(0.0, 31.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 15,"(0.0, 0.0)","(40.85, 0.0)","(40.85, 2.1)","(40.9, 22.3)","(-2.95, 22.3)","(-2.95, 0.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_2Space Polygon 16,"(0.0, 0.0)","(10.5, 0.0)","(10.5, -19.7)","(26.25, -19.7)","(26.25, 14.1)","(0.0, 14.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_2Space Polygon 17,"(0.0, 0.0)","(10.5, 0.0)","(10.5, 19.7)","(0.0, 19.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 18,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 19,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 20,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 21,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 22,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 23,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 19.7)","(0.0, 19.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_2Space Polygon 24,"(0.0, 0.0)","(17.4, 0.0)","(17.4, 19.7)","(26.25, 19.7)","(26.25, 33.8)","(0.0, 33.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_3Floor Polygon,"(251.3, 297.1)","(267.55, 297.1)","(267.55, 280.85)","(280.2, 280.85)","(280.2, 261.0)","(390.75, 261.65)","(390.75, 298.4)","(413.55, 298.4)","(413.55, 372.55)","(390.75, 372.55)","(390.75, 407.65)","(354.65, 407.65)","(354.65, 409.95)","(280.2, 409.95)","(280.2, 390.1)","(267.55, 390.1)","(267.55, 373.85)","(251.3, 373.85)",,,,,,,,,,,,,,,,,18
P_3Space Polygon 1,"(0.0, 0.0)","(39.35, 0.0)","(39.35, 24.25)","(0.0, 24.25)","(0.0, 19.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_3Space Polygon 2,"(0.0, 0.0)","(35.1, 0.0)","(35.1, 36.75)","(3.95, 36.75)","(0.0, 36.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
P_3Space Polygon 3,"(0.0, 0.0)","(2.3, 0.0)","(2.3, 74.45)","(-17.55, 74.45)","(-17.55, 87.1)","(-33.8, 87.1)","(-33.95, 83.3)","(-110.55, 83.3)","(-110.55, 87.1)","(-126.8, 87.1)","(-126.8, 74.45)","(-122.4, 74.45)","(-122.4, 35.1)","(-109.9, 35.1)","(-109.9, 70.55)","(-34.45, 70.55)","(-34.45, 0.0)",,,,,,,,,,,,,,,,,,17
P_3Space Polygon 4,"(0.0, 0.0)","(16.25, 0.0)","(16.25, 76.75)","(0.0, 76.75)","(-3.8, 76.75)","(-3.8, 0.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_3Space Polygon 5,"(0.0, 0.0)","(39.4, 0.0)","(39.4, 75.45)","(0.0, 75.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_3Space Polygon 6,"(0.0, 0.0)","(31.15, 0.0)","(31.15, 15.25)","(22.3, 15.25)","(22.3, 75.45)","(9.85, 75.45)","(9.85, 15.25)","(0.0, 15.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
P_3Space Polygon 7,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 60.2)","(0.0, 60.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_3Space Polygon 8,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 60.2)","(0.0, 60.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
P_3Space Polygon 9,"(0.0, 0.0)","(36.75, 0.0)","(110.9, 0.0)","(146.0, 0.0)","(146.0, 36.1)","(-0.65, 36.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
P_3Space Polygon 10,"(0.0, 0.0)","(74.15, 0.0)","(74.15, 22.8)","(0.0, 22.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Floor Polygon,"(453.6, 8.55)","(797.1, 8.55)","(797.1, 59.7)","(791.65, 60.55)","(791.65, 105.1)","(797.05, 105.95)","(797.05, 157.15)","(681.9, 157.15)","(681.9, 152.55)","(568.75, 152.55)","(568.75, 157.15)","(453.6, 157.15)","(453.6, 105.95)","(459.0, 105.1)","(459.0, 60.55)","(453.6, 59.7)",,,,,,,,,,,,,,,,,,,16
2F_1Space Polygon 1,"(0.0, 0.0)","(51.15, -0.0)","(52.0, 5.45)","(52.0, 30.35)","(58.05, 31.7)","(58.05, 81.55)","(90.55, 81.55)","(90.55, 31.7)","(96.55, 31.7)","(96.55, 5.45)","(97.4, 0.05)","(148.6, 0.05)","(148.6, 115.2)","(144.0, 115.2)","(144.0, 119.25)","(112.0, 119.25)","(111.45, 155.1)","(90.55, 154.05)","(90.55, 133.4)","(58.05, 133.4)","(58.05, 154.05)","(0.2, 154.1)",,,,,,,,,,,,,22
2F_1Space Polygon 2,"(0.0, 0.0)","(30.2, 0.0)","(30.2, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 3,"(0.0, 0.0)","(19.65, 0.0)","(19.65, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 4,"(0.0, 0.0)","(26.05, 0.0)","(26.05, 19.0)","(0.0, 19.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 5,"(0.0, 0.0)","(9.7, 0.0)","(9.7, 10.45)","(0.0, 10.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 6,"(0.0, 0.0)","(8.8, 0.0)","(8.8, 19.2)","(0.0, 19.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 7,"(0.0, 0.0)","(5.9, 0.0)","(5.9, 26.05)","(14.45, 26.05)","(14.45, 35.75)","(5.7, 35.75)","(5.7, 44.55)","(-1.35, 44.55)","(-1.35, 6.05)",,,,,,,,,,,,,,,,,,,,,,,,,,9
2F_1Space Polygon 8,"(0.0, 0.0)","(105.0, 0.0)","(105.0, 32.0)","(0.0, 32.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 9,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 10,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 11,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 12,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 13,"(0.0, 0.0)","(10.15, 0.0)","(10.15, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 14,"(0.0, 0.0)","(11.5, 0.0)","(11.5, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 15,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 16,"(0.0, 0.0)","(51.2, 0.0)","(52.05, 5.4)","(52.05, 31.65)","(58.05, 31.65)","(58.05, 81.5)","(90.5, 81.5)","(90.55, 31.65)","(96.6, 31.0)","(96.6, 5.4)","(97.45, 0.0)","(148.6, 0.0)","(148.4, 189.4)","(90.55, 189.45)","(90.55, 133.35)","(58.05, 133.35)","(58.05, 189.45)","(37.15, 188.4)","(36.6, 119.25)","(4.6, 119.25)","(4.6, 115.15)","(0.0, 115.15)",,,,,,,,,,,,,22
2F_1Space Polygon 17,"(0.0, 0.0)","(30.15, 0.0)","(30.15, 32.45)","(0.0, 32.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 18,"(0.0, 0.0)","(0.0, 32.45)","(-19.7, 32.45)","(-19.7, -0.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 19,"(0.0, 0.0)","(9.15, 0.0)","(9.15, -26.05)","(15.75, -26.05)","(16.4, 18.5)","(9.8, 18.5)","(9.8, 9.7)","(0.0, 9.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
2F_1Space Polygon 20,"(0.0, 0.0)","(26.05, 0.0)","(26.05, 19.0)","(0.0, 19.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 21,"(0.0, 0.0)","(8.8, 0.0)","(8.8, 19.65)","(0.0, 19.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_1Space Polygon 22,"(0.0, 0.0)","(9.7, 0.0)","(9.7, 9.85)","(0.0, 9.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Floor Polygon,"(20.5, 8.55)","(291.8, 8.55)","(291.8, 63.3)","(282.95, 63.3)","(282.95, 102.35)","(291.8, 102.35)","(291.85, 157.15)","(212.75, 157.15)","(212.75, 152.55)","(99.55, 152.55)","(99.55, 157.15)","(20.5, 157.15)","(20.5, 102.35)","(29.35, 102.35)","(29.35, 63.3)","(20.5, 63.3)",,,,,,,,,,,,,,,,,,,16
2F_2Space Polygon 1,"(0.0, 0.0)","(54.75, -0.0)","(54.75, 8.85)","(52.95, 8.85)","(52.95, 30.8)","(59.05, 30.8)","(59.05, 51.15)","(89.55, 51.15)","(89.55, 30.8)","(96.1, 30.8)","(96.1, 8.8)","(93.8, 8.85)","(93.8, -0.0)","(148.6, -0.05)","(148.6, 79.05)","(144.0, 79.05)","(144.0, 83.15)","(112.0, 83.15)","(111.45, 135.8)","(90.75, 135.05)","(90.55, 81.5)","(58.05, 81.5)","(57.45, 135.8)","(0.25, 134.05)",,,,,,,,,,,24
2F_2Space Polygon 2,"(0.0, 0.0)","(137.25, 0.0)","(135.6, 57.2)","(81.66, 57.9)","(81.71, 90.4)","(136.42, 90.5)","(135.7, 111.2)","(83.55, 111.85)","(83.61, 143.85)","(79.31, 143.86)","(79.32, 148.46)","(0.27, 148.6)","(0.17, 93.8)","(9.02, 93.78)","(9.03, 96.08)","(31.02, 96.04)","(31.01, 89.49)","(51.36, 89.46)","(51.31, 58.96)","(30.96, 58.99)","(30.95, 52.89)","(8.95, 52.93)","(8.95, 54.73)","(0.1, 54.75)",,,,,,,,,,,24
2F_2Space Polygon 3,"(0.0, 0.0)","(104.8, 0.0)","(104.8, 32.0)","(0.0, 32.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 4,"(0.0, 0.0)","(9.5, 0.0)","(9.5, -20.0)","(23.6, -20.0)","(23.6, 12.5)","(0.0, 12.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2F_2Space Polygon 5,"(0.0, 0.0)","(0.0, 20.0)","(-9.5, 20.0)","(-9.5, 0.1)","(-9.5, 0.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2F_2Space Polygon 6,"(0.0, 0.0)","(20.35, 0.0)","(20.35, 30.5)","(0.0, 30.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 7,"(0.0, 0.0)","(6.55, 0.0)","(6.55, 23.3)","(12.2, 23.3)","(12.2, 31.85)","(5.9, 31.85)","(5.9, 43.15)","(0.0, 43.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
2F_2Space Polygon 8,"(0.0, 0.0)","(21.5, 0.0)","(21.5, 15.4)","(-1.8, 15.4)","(-1.8, 0.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2F_2Space Polygon 9,"(0.0, 0.0)","(8.55, 0.0)","(8.55, 9.75)","(0.0, 9.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 10,"(0.0, 0.0)","(9.0, 0.0)","(11.3, -0.05)","(11.3, 16.05)","(0.0, 16.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2F_2Space Polygon 11,"(0.0, 0.0)","(0.0, 32.4)","(-12.8, 32.3)","(-12.8, -0.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 12,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 32.4)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 13,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 14,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 15,"(0.0, 0.0)","(12.8, 0.0)","(12.8, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 16,"(0.0, 0.0)","(9.5, 0.0)","(9.5, 20.0)","(0.0, 20.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 17,"(0.0, 0.0)","(14.1, 0.0)","(14.1, 20.0)","(23.6, 20.0)","(23.6, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2F_2Space Polygon 18,"(0.0, 0.0)","(20.35, 0.0)","(20.35, 30.5)","(0.0, 30.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_2Space Polygon 19,"(0.0, 0.0)","(6.55, 0.0)","(6.55, 43.15)","(0.65, 43.15)","(0.65, 31.85)","(-4.95, 31.85)","(-4.95, 23.3)","(0.0, 23.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
2F_2Space Polygon 20,"(0.0, 0.0)","(21.5, 0.0)","(23.3, 0.0)","(23.3, 15.45)","(0.0, 15.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2F_2Space Polygon 21,"(0.0, 0.0)","(9.0, 0.0)","(9.0, 16.1)","(-2.3, 16.1)","(-2.3, 0.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2F_2Space Polygon 22,"(0.0, 0.0)","(8.55, 0.0)","(8.55, 10.5)","(0.0, 10.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
